,Year,Season,region,NOC,Bronze,Gold,NoMedal,Silver,Total_Medals
1451,1980,Summer,Zimbabwe,ZIM,0,11,26.0,0,11
1452,1980,Winter,Andorra,AND,0,0,9.0,0,0
1453,1980,Winter,Argentina,ARG,0,0,23.0,0,0
1454,1980,Winter,Australia,AUS,0,0,19.0,0,0
1455,1980,Winter,Austria,AUT,3,3,55.0,2,8
1456,1980,Winter,Belgium,BEL,0,0,6.0,0,0
1457,1980,Winter,Boliva,BOL,0,0,8.0,0,0
1458,1980,Winter,Bulgaria,BUL,1,0,15.0,0,1
1459,1980,Winter,Canada,CAN,1,0,81.0,1,2
1460,1980,Winter,China,CHN,0,0,38.0,0,0
1461,1980,Winter,Costa Rica,CRC,0,0,3.0,0,0
1462,1980,Winter,Cyprus,CYP,0,0,6.0,0,0
1463,1980,Winter,Czech Republic,TCH,1,0,73.0,0,1
1464,1980,Winter,Finland,FIN,5,1,70.0,3,9
1465,1980,Winter,France,FRA,1,0,41.0,0,1
1466,1980,Winter,Germany,FRG,6,0,107.0,2,8
1467,1980,Winter,Germany,GDR,11,15,47.0,11,37
1468,1980,Winter,Greece,GRE,0,0,6.0,0,0
1469,1980,Winter,Hungary,HUN,0,0,0.0,2,2
1470,1980,Winter,Iceland,ISL,0,0,12.0,0,0
1471,1980,Winter,Italy,ITA,0,0,71.0,3,3
1472,1980,Winter,Japan,JPN,0,0,74.0,1,1
1473,1980,Winter,Lebanon,LIB,0,0,7.0,0,0
1474,1980,Winter,Liechtenstein,LIE,0,2,13.0,2,4
1475,1980,Winter,Mongolia,MGL,0,0,7.0,0,0
1476,1980,Winter,Netherlands,NED,1,1,43.0,2,4
1477,1980,Winter,New Zealand,NZL,0,0,11.0,0,0
1478,1980,Winter,Norway,NOR,9,1,85.0,5,15
1479,1980,Winter,Poland,POL,0,0,39.0,0,0
1480,1980,Winter,Romania,ROU,0,0,42.0,0,0
1481,1980,Winter,Russia,URS,7,17,73.0,27,51
1482,1980,Winter,Serbia,YUG,0,0,27.0,0,0
1483,1980,Winter,South Korea,KOR,0,0,24.0,0,0
1484,1980,Winter,Spain,ESP,0,0,15.0,0,0
1485,1980,Winter,Sweden,SWE,20,3,83.0,0,23
1486,1980,Winter,Switzerland,SUI,3,2,64.0,4,9
1487,1980,Winter,UK,GBR,0,1,68.0,0,1
1488,1980,Winter,USA,USA,2,24,123.0,3,29
1489,1984,Summer,Algeria,ALG,2,0,30.0,0,2
1490,1984,Summer,Andorra,AND,0,0,1.0,0,0
1491,1984,Summer,Antigua,ANT,0,0,27.0,0,0
1492,1984,Summer,Argentina,ARG,0,0,97.0,0,0
1493,1984,Summer,Australia,AUS,25,6,250.0,11,42
1494,1984,Summer,Austria,AUT,1,1,111.0,1,3
1495,1984,Summer,Bahamas,BAH,0,0,29.0,0,0
1496,1984,Summer,Bahrain,BRN,0,0,12.0,0,0
1497,1984,Summer,Bangladesh,BAN,0,0,2.0,0,0
1498,1984,Summer,Barbados,BAR,0,0,21.0,0,0
1499,1984,Summer,Belgium,BEL,2,1,75.0,2,5
1500,1984,Summer,Belize,BIZ,0,0,13.0,0,0
1501,1984,Summer,Benin,BEN,0,0,3.0,0,0
1502,1984,Summer,Bermuda,BER,0,0,13.0,0,0
1503,1984,Summer,Bhutan,BHU,0,0,5.0,0,0
1504,1984,Summer,Boliva,BOL,0,0,9.0,0,0
1505,1984,Summer,Botswana,BOT,0,0,7.0,0,0
1506,1984,Summer,Brazil,BRA,2,1,140.0,29,32
1507,1984,Summer,Cameroon,CMR,1,0,55.0,0,1
1508,1984,Summer,Canada,CAN,27,16,411.0,35,78
1509,1984,Summer,Cayman Islands,CAY,0,0,14.0,0,0
1510,1984,Summer,Central African Republic,CAF,0,0,3.0,0,0
1511,1984,Summer,Chad,CHA,0,0,3.0,0,0
1512,1984,Summer,Chile,CHI,0,0,58.0,0,0
1513,1984,Summer,China,CHN,31,21,214.0,12,64
1514,1984,Summer,China,HKG,0,0,78.0,0,0
1515,1984,Summer,Colombia,COL,0,0,45.0,1,1
1516,1984,Summer,Costa Rica,CRC,0,0,32.0,0,0
1517,1984,Summer,Curacao,AHO,0,0,13.0,0,0
1518,1984,Summer,Cyprus,CYP,0,0,11.0,0,0
1519,1984,Summer,Democratic Republic of the Congo,COD,0,0,9.0,0,0
1520,1984,Summer,Denmark,DEN,7,0,56.0,3,10
1521,1984,Summer,Djibouti,DJI,0,0,3.0,0,0
1522,1984,Summer,Dominican Republic,DOM,1,0,23.0,0,1
1523,1984,Summer,Ecuador,ECU,0,0,11.0,0,0
1524,1984,Summer,Egypt,EGY,0,0,132.0,0,0
1525,1984,Summer,El Salvador,ESA,0,0,12.0,0,0
1526,1984,Summer,Equatorial Guinea,GEQ,0,0,5.0,0,0
1527,1984,Summer,Fiji,FIJ,0,0,24.0,0,0
1528,1984,Summer,Finland,FIN,6,2,85.0,2,10
1529,1984,Summer,France,FRA,30,20,253.0,15,65
1530,1984,Summer,Gabon,GAB,0,0,4.0,0,0
1531,1984,Summer,Gambia,GAM,0,0,13.0,0,0
1532,1984,Summer,Germany,FRG,47,22,355.0,62,131
1533,1984,Summer,Ghana,GHA,0,0,24.0,0,0
1534,1984,Summer,Greece,GRE,1,0,61.0,1,2
1535,1984,Summer,Grenada,GRN,0,0,6.0,0,0
1536,1984,Summer,Guatemala,GUA,0,0,51.0,0,0
1537,1984,Summer,Guinea,GUI,0,0,1.0,0,0
1538,1984,Summer,Guyana,GUY,0,0,12.0,0,0
1539,1984,Summer,Haiti,HAI,0,0,3.0,0,0
1540,1984,Summer,Honduras,HON,0,0,25.0,0,0
1541,1984,Summer,Iceland,ISL,1,0,32.0,0,1
1542,1984,Summer,India,IND,0,0,48.0,0,0
1543,1984,Summer,Indonesia,INA,0,0,20.0,0,0
1544,1984,Summer,Iraq,IRQ,0,0,25.0,0,0
1545,1984,Summer,Ireland,IRL,0,0,52.0,1,1
1546,1984,Summer,Israel,ISR,0,0,61.0,0,0
1547,1984,Summer,Italy,ITA,25,25,264.0,6,56
1548,1984,Summer,Ivory Coast,CIV,0,0,16.0,1,1
1549,1984,Summer,Jamaica,JAM,2,0,67.0,5,7
1550,1984,Summer,Japan,JPN,28,6,265.0,6,40
1551,1984,Summer,Jordan,JOR,0,0,13.0,0,0
1552,1984,Summer,Kenya,KEN,2,1,62.0,0,3
1553,1984,Summer,Kuwait,KUW,0,0,31.0,0,0
1554,1984,Summer,Lebanon,LIB,0,0,28.0,0,0
1555,1984,Summer,Lesotho,LES,0,0,5.0,0,0
1556,1984,Summer,Liberia,LBR,0,0,10.0,0,0
1557,1984,Summer,Liechtenstein,LIE,0,0,6.0,0,0
1558,1984,Summer,Luxembourg,LUX,0,0,2.0,0,0
1559,1984,Summer,Madagascar,MAD,0,0,5.0,0,0
1560,1984,Summer,Malawi,MAW,0,0,18.0,0,0
1561,1984,Summer,Malaysia,MAS,0,0,27.0,0,0
1562,1984,Summer,Mali,MLI,0,0,5.0,0,0
1563,1984,Summer,Malta,MLT,0,0,6.0,0,0
1564,1984,Summer,Mauritania,MTN,0,0,2.0,0,0
1565,1984,Summer,Mauritius,MRI,0,0,7.0,0,0
1566,1984,Summer,Mexico,MEX,1,2,130.0,3,6
1567,1984,Summer,Monaco,MON,0,0,5.0,0,0
1568,1984,Summer,Morocco,MAR,0,2,32.0,0,2
1569,1984,Summer,Mozambique,MOZ,0,0,12.0,0,0
1570,1984,Summer,Myanmar,MYA,0,0,1.0,0,0
1571,1984,Summer,Nepal,NEP,0,0,10.0,0,0
1572,1984,Summer,Netherlands,NED,13,20,126.0,7,40
1573,1984,Summer,New Zealand,NZL,4,14,131.0,1,19
1574,1984,Summer,Nicaragua,NCA,0,0,5.0,0,0
1575,1984,Summer,Niger,NIG,0,0,4.0,0,0
1576,1984,Summer,Nigeria,NGR,4,0,27.0,1,5
1577,1984,Summer,Norway,NOR,2,0,121.0,1,3
1578,1984,Summer,Oman,OMA,0,0,18.0,0,0
1579,1984,Summer,Pakistan,PAK,0,16,15.0,0,16
1580,1984,Summer,Panama,PAN,0,0,9.0,0,0
1581,1984,Summer,Papua New Guinea,PNG,0,0,10.0,0,0
1582,1984,Summer,Paraguay,PAR,0,0,14.0,0,0
1583,1984,Summer,Peru,PER,0,0,42.0,1,1
1584,1984,Summer,Philippines,PHI,0,0,31.0,0,0
1585,1984,Summer,Portugal,POR,2,0,39.0,0,2
1586,1984,Summer,Puerto Rico,PUR,1,0,47.0,1,2
1587,1984,Summer,Qatar,QAT,0,0,26.0,0,0
1588,1984,Summer,Republic of Congo,CGO,0,0,13.0,0,0
1589,1984,Summer,Romania,ROU,26,29,63.0,24,79
1590,1984,Summer,Rwanda,RWA,0,0,4.0,0,0
1591,1984,Summer,Samoa,SAM,0,0,7.0,0,0
1592,1984,Summer,San Marino,SMR,0,0,26.0,0,0
1593,1984,Summer,Saudi Arabia,KSA,0,0,42.0,0,0
1594,1984,Summer,Senegal,SEN,0,0,25.0,0,0
1595,1984,Summer,Serbia,YUG,26,41,62.0,4,71
1596,1984,Summer,Seychelles,SEY,0,0,15.0,0,0
1597,1984,Summer,Sierra Leone,SLE,0,0,10.0,0,0
1598,1984,Summer,Solomon Islands,SOL,0,0,3.0,0,0
1599,1984,Summer,Somalia,SOM,0,0,9.0,0,0
1600,1984,Summer,South Korea,KOR,6,6,179.0,27,39
1601,1984,Summer,Spain,ESP,3,2,189.0,6,11
1602,1984,Summer,Sri Lanka,SRI,0,0,5.0,0,0
1603,1984,Summer,Sudan,SUD,0,0,9.0,0,0
1604,1984,Summer,Suriname,SUR,0,0,7.0,0,0
1605,1984,Summer,Swaziland,SWZ,0,0,11.0,0,0
1606,1984,Summer,Sweden,SWE,10,3,189.0,16,29
1607,1984,Summer,Switzerland,SUI,3,0,199.0,6,9
1608,1984,Summer,Syria,SYR,0,0,5.0,1,1
1609,1984,Summer,Taiwan,TPE,1,0,49.0,0,1
1610,1984,Summer,Tanzania,TAN,0,0,20.0,0,0
1611,1984,Summer,Thailand,THA,0,0,29.0,1,1
1612,1984,Summer,Togo,TOG,0,0,6.0,0,0
1613,1984,Summer,Tonga,TGA,0,0,7.0,0,0
1614,1984,Summer,Trinidad,TTO,0,0,21.0,0,0
1615,1984,Summer,Tunisia,TUN,0,0,24.0,0,0
1616,1984,Summer,Turkey,TUR,3,0,48.0,0,3
1617,1984,Summer,UK,GBR,38,7,372.0,20,65
1618,1984,Summer,USA,USA,42,155,293.0,92,289
1619,1984,Summer,Uganda,UGA,0,0,30.0,0,0
1620,1984,Summer,United Arab Emirates,UAE,0,0,11.0,0,0
1621,1984,Summer,Uruguay,URU,0,0,17.0,0,0
1622,1984,Summer,Venezuela,VEN,3,0,36.0,0,3
1623,1984,Summer,"Virgin Islands, British",IVB,0,0,12.0,0,0
1624,1984,Summer,"Virgin Islands, US",ISV,0,0,45.0,0,0
1625,1984,Summer,Yemen,YAR,0,0,3.0,0,0
1626,1984,Summer,Zambia,ZAM,1,0,16.0,0,1
1627,1984,Summer,Zimbabwe,ZIM,0,0,17.0,0,0
1628,1984,Winter,Andorra,AND,0,0,6.0,0,0
1629,1984,Winter,Argentina,ARG,0,0,37.0,0,0
1630,1984,Winter,Australia,AUS,0,0,17.0,0,0
1631,1984,Winter,Austria,AUT,1,0,97.0,0,1
1632,1984,Winter,Belgium,BEL,0,0,9.0,0,0
1633,1984,Winter,Boliva,BOL,0,0,5.0,0,0
1634,1984,Winter,Bulgaria,BUL,0,0,33.0,0,0
1635,1984,Winter,Canada,CAN,1,2,85.0,1,4
1636,1984,Winter,Chile,CHI,0,0,12.0,0,0
1637,1984,Winter,China,CHN,0,0,70.0,0,0
1638,1984,Winter,Costa Rica,CRC,0,0,7.0,0,0
1639,1984,Winter,Cyprus,CYP,0,0,10.0,0,0
1640,1984,Winter,Czech Republic,TCH,4,0,51.0,24,28
1641,1984,Winter,Egypt,EGY,0,0,3.0,0,0
1642,1984,Winter,Finland,FIN,11,4,57.0,3,18
1643,1984,Winter,France,FRA,2,0,52.0,1,3
1644,1984,Winter,Germany,FRG,4,2,111.0,1,7
1645,1984,Winter,Germany,GDR,7,13,69.0,13,33
1646,1984,Winter,Greece,GRE,0,0,13.0,0,0
1647,1984,Winter,Hungary,HUN,0,0,16.0,0,0
1648,1984,Winter,Iceland,ISL,0,0,10.0,0,0
1649,1984,Winter,Italy,ITA,0,2,113.0,0,2
1650,1984,Winter,Japan,JPN,0,0,69.0,1,1
1651,1984,Winter,Lebanon,LIB,0,0,8.0,0,0
1652,1984,Winter,Liechtenstein,LIE,2,0,17.0,0,2
1653,1984,Winter,Mexico,MEX,0,0,3.0,0,0
1654,1984,Winter,Monaco,MON,0,0,2.0,0,0
1655,1984,Winter,Mongolia,MGL,0,0,9.0,0,0
1656,1984,Winter,Morocco,MAR,0,0,7.0,0,0
1657,1984,Winter,Netherlands,NED,0,0,29.0,0,0
1658,1984,Winter,New Zealand,NZL,0,0,8.0,0,0
1659,1984,Winter,North Korea,PRK,0,0,17.0,0,0
1660,1984,Winter,Norway,NOR,4,6,81.0,5,15
1661,1984,Winter,Poland,POL,0,0,42.0,0,0
1662,1984,Winter,Romania,ROU,0,0,35.0,0,0
1663,1984,Winter,Russia,URS,12,28,87.0,15,55
1664,1984,Winter,San Marino,SMR,0,0,6.0,0,0
1665,1984,Winter,Senegal,SEN,0,0,2.0,0,0
1666,1984,Winter,Serbia,YUG,0,0,114.0,1,1
1667,1984,Winter,South Korea,KOR,0,0,35.0,0,0
1668,1984,Winter,Spain,ESP,0,0,25.0,0,0
1669,1984,Winter,Sweden,SWE,21,7,66.0,2,30
1670,1984,Winter,Switzerland,SUI,3,2,70.0,2,7
1671,1984,Winter,Taiwan,TPE,0,0,20.0,0,0
1672,1984,Winter,Turkey,TUR,0,0,11.0,0,0
1673,1984,Winter,UK,GBR,0,2,71.0,0,2
1674,1984,Winter,USA,USA,0,4,142.0,3,7
1675,1984,Winter,"Virgin Islands, British",IVB,0,0,2.0,0,0
1676,1988,Summer,Afghanistan,AFG,0,0,5.0,0,0
1677,1988,Summer,Algeria,ALG,0,0,42.0,0,0
1678,1988,Summer,American Samoa,ASA,0,0,3.0,0,0
1679,1988,Summer,Andorra,AND,0,0,4.0,0,0
1680,1988,Summer,Angola,ANG,0,0,29.0,0,0
1681,1988,Summer,Antigua,ANT,0,0,25.0,0,0
1682,1988,Summer,Argentina,ARG,3,0,106.0,1,4
1683,1988,Summer,Aruba,ARU,0,0,10.0,0,0
1684,1988,Summer,Australia,AUS,11,18,248.0,6,35
1685,1988,Summer,Austria,AUT,0,1,76.0,0,1
1686,1988,Summer,Bahamas,BAH,0,0,16.0,0,0
1687,1988,Summer,Bahrain,BRN,0,0,12.0,0,0
1688,1988,Summer,Bangladesh,BAN,0,0,11.0,0,0
1689,1988,Summer,Barbados,BAR,0,0,22.0,0,0
1690,1988,Summer,Belgium,BEL,2,0,73.0,0,2
1691,1988,Summer,Belize,BIZ,0,0,13.0,0,0
1692,1988,Summer,Benin,BEN,0,0,10.0,0,0
1693,1988,Summer,Bermuda,BER,0,0,13.0,0,0
1694,1988,Summer,Bhutan,BHU,0,0,2.0,0,0
1695,1988,Summer,Boliva,BOL,0,0,12.0,0,0
1696,1988,Summer,Botswana,BOT,0,0,11.0,0,0
1697,1988,Summer,Brazil,BRA,4,1,181.0,17,22
1698,1988,Summer,Bulgaria,BUL,16,9,210.0,13,38
1699,1988,Summer,Burkina Faso,BUR,0,0,9.0,0,0
1700,1988,Summer,Cameroon,CMR,0,0,20.0,0,0
1701,1988,Summer,Canada,CAN,11,4,420.0,5,20
1702,1988,Summer,Cayman Islands,CAY,0,0,12.0,0,0
1703,1988,Summer,Central African Republic,CAF,0,0,10.0,0,0
1704,1988,Summer,Chad,CHA,0,0,5.0,0,0
1705,1988,Summer,Chile,CHI,0,0,18.0,1,1
1706,1988,Summer,China,CHN,28,6,326.0,15,49
1707,1988,Summer,China,HKG,0,0,84.0,0,0
1708,1988,Summer,Colombia,COL,1,0,51.0,0,1
1709,1988,Summer,Cook Islands,COK,0,0,8.0,0,0
1710,1988,Summer,Costa Rica,CRC,0,0,30.0,1,1
1711,1988,Summer,Curacao,AHO,0,0,2.0,1,1
1712,1988,Summer,Cyprus,CYP,0,0,10.0,0,0
1713,1988,Summer,Czech Republic,TCH,2,2,184.0,4,8
1714,1988,Summer,Democratic Republic of the Congo,COD,0,0,21.0,0,0
1715,1988,Summer,Denmark,DEN,3,3,104.0,1,7
1716,1988,Summer,Djibouti,DJI,1,0,5.0,0,1
1717,1988,Summer,Dominican Republic,DOM,0,0,15.0,0,0
1718,1988,Summer,Ecuador,ECU,0,0,13.0,0,0
1719,1988,Summer,Egypt,EGY,0,0,43.0,0,0
1720,1988,Summer,El Salvador,ESA,0,0,5.0,0,0
1721,1988,Summer,Equatorial Guinea,GEQ,0,0,7.0,0,0
1722,1988,Summer,Fiji,FIJ,0,0,34.0,0,0
1723,1988,Summer,Finland,FIN,1,0,82.0,1,2
1724,1988,Summer,France,FRA,11,11,343.0,3,25
1725,1988,Summer,Gabon,GAB,0,0,2.0,0,0
1726,1988,Summer,Gambia,GAM,0,0,5.0,0,0
1727,1988,Summer,Germany,FRG,37,22,341.0,34,93
1728,1988,Summer,Germany,GDR,41,72,187.0,48,161
1729,1988,Summer,Ghana,GHA,0,0,19.0,0,0
1730,1988,Summer,Greece,GRE,1,0,59.0,0,1
1731,1988,Summer,Grenada,GRN,0,0,7.0,0,0
1732,1988,Summer,Guam,GUM,0,0,23.0,0,0
1733,1988,Summer,Guatemala,GUA,0,0,28.0,0,0
1734,1988,Summer,Guinea,GUI,0,0,6.0,0,0
1735,1988,Summer,Guyana,GUY,0,0,7.0,0,0
1736,1988,Summer,Haiti,HAI,0,0,4.0,0,0
1737,1988,Summer,Honduras,HON,0,0,18.0,0,0
1738,1988,Summer,Hungary,HUN,15,19,243.0,8,42
1739,1988,Summer,Iceland,ISL,0,0,38.0,0,0
1740,1988,Summer,India,IND,0,0,51.0,0,0
1741,1988,Summer,Indonesia,INA,0,0,35.0,1,1
1742,1988,Summer,Iran,IRI,0,0,24.0,1,1
1743,1988,Summer,Iraq,IRQ,0,0,27.0,0,0
1744,1988,Summer,Ireland,IRL,0,0,72.0,0,0
1745,1988,Summer,Israel,ISR,0,0,27.0,0,0
1746,1988,Summer,Italy,ITA,8,10,315.0,10,28
1747,1988,Summer,Ivory Coast,CIV,0,0,29.0,0,0
1748,1988,Summer,Jamaica,JAM,0,0,41.0,7,7
1749,1988,Summer,Japan,JPN,13,2,317.0,2,17
1750,1988,Summer,Jordan,JOR,0,0,9.0,0,0
1751,1988,Summer,Kenya,KEN,2,5,78.0,2,9
1752,1988,Summer,Kuwait,KUW,0,0,33.0,0,0
1753,1988,Summer,Laos,LAO,0,0,2.0,0,0
1754,1988,Summer,Lebanon,LIB,0,0,28.0,0,0
1755,1988,Summer,Lesotho,LES,0,0,3.0,0,0
1756,1988,Summer,Liberia,LBR,0,0,11.0,0,0
1757,1988,Summer,Libya,LBA,0,0,7.0,0,0
1758,1988,Summer,Liechtenstein,LIE,0,0,15.0,0,0
1759,1988,Summer,Luxembourg,LUX,0,0,9.0,0,0
1760,1988,Summer,Malawi,MAW,0,0,15.0,0,0
1761,1988,Summer,Malaysia,MAS,0,0,17.0,0,0
1762,1988,Summer,Maldives,MDV,0,0,8.0,0,0
1763,1988,Summer,Mali,MLI,0,0,8.0,0,0
1764,1988,Summer,Malta,MLT,0,0,6.0,0,0
1765,1988,Summer,Mauritania,MTN,0,0,7.0,0,0
1766,1988,Summer,Mauritius,MRI,0,0,9.0,0,0
1767,1988,Summer,Mexico,MEX,2,0,135.0,0,2
1768,1988,Summer,Monaco,MON,0,0,9.0,0,0
1769,1988,Summer,Mongolia,MGL,1,0,29.0,0,1
1770,1988,Summer,Morocco,MAR,2,1,25.0,0,3
1771,1988,Summer,Mozambique,MOZ,0,0,12.0,0,0
1772,1988,Summer,Myanmar,MYA,0,0,3.0,0,0
1773,1988,Summer,Nepal,NEP,0,0,18.0,0,0
1774,1988,Summer,Netherlands,NED,35,2,124.0,5,42
1775,1988,Summer,New Zealand,NZL,15,3,77.0,1,19
1776,1988,Summer,Niger,NIG,0,0,6.0,0,0
1777,1988,Summer,Nigeria,NGR,0,0,81.0,0,0
1778,1988,Summer,Norway,NOR,0,2,50.0,19,21
1779,1988,Summer,Oman,OMA,0,0,13.0,0,0
1780,1988,Summer,Pakistan,PAK,1,0,32.0,0,1
1781,1988,Summer,Panama,PAN,0,0,8.0,0,0
1782,1988,Summer,Papua New Guinea,PNG,0,0,13.0,0,0
1783,1988,Summer,Paraguay,PAR,0,0,10.0,0,0
1784,1988,Summer,Peru,PER,0,0,11.0,12,12
1785,1988,Summer,Philippines,PHI,1,0,34.0,0,1
1786,1988,Summer,Poland,POL,10,2,153.0,9,21
1787,1988,Summer,Portugal,POR,0,1,80.0,0,1
1788,1988,Summer,Puerto Rico,PUR,0,0,44.0,0,0
1789,1988,Summer,Qatar,QAT,0,0,13.0,0,0
1790,1988,Summer,Republic of Congo,CGO,0,0,10.0,0,0
1791,1988,Summer,Romania,ROU,13,5,89.0,23,41
1792,1988,Summer,Russia,URS,91,104,296.0,50,245
1793,1988,Summer,Rwanda,RWA,0,0,6.0,0,0
1794,1988,Summer,Saint Vincent,VIN,0,0,6.0,0,0
1795,1988,Summer,Samoa,SAM,0,0,10.0,0,0
1796,1988,Summer,San Marino,SMR,0,0,14.0,0,0
1797,1988,Summer,Saudi Arabia,KSA,0,0,11.0,0,0
1798,1988,Summer,Senegal,SEN,0,0,32.0,1,1
1799,1988,Summer,Serbia,YUG,18,7,110.0,15,40
1800,1988,Summer,Sierra Leone,SLE,0,0,19.0,0,0
1801,1988,Summer,Solomon Islands,SOL,0,0,5.0,0,0
1802,1988,Summer,Somalia,SOM,0,0,5.0,0,0
1803,1988,Summer,South Korea,KOR,11,28,437.0,36,75
1804,1988,Summer,Spain,ESP,2,1,252.0,2,5
1805,1988,Summer,Sri Lanka,SRI,0,0,8.0,0,0
1806,1988,Summer,Sudan,SUD,0,0,8.0,0,0
1807,1988,Summer,Suriname,SUR,0,1,9.0,0,1
1808,1988,Summer,Swaziland,SWZ,0,0,12.0,0,0
1809,1988,Summer,Sweden,SWE,9,0,206.0,4,13
1810,1988,Summer,Switzerland,SUI,0,0,127.0,3,3
1811,1988,Summer,Syria,SYR,0,0,10.0,0,0
1812,1988,Summer,Taiwan,TPE,0,0,116.0,0,0
1813,1988,Summer,Tanzania,TAN,0,0,9.0,0,0
1814,1988,Summer,Thailand,THA,1,0,10.0,0,1
1815,1988,Summer,Togo,TOG,0,0,6.0,0,0
1816,1988,Summer,Tonga,TGA,0,0,7.0,0,0
1817,1988,Summer,Trinidad,TTO,0,0,10.0,0,0
1818,1988,Summer,Tunisia,TUN,0,0,43.0,0,0
1819,1988,Summer,Turkey,TUR,0,0,46.0,1,1
1820,1988,Summer,UK,GBR,14,20,355.0,15,49
1821,1988,Summer,USA,USA,38,72,414.0,54,164
1822,1988,Summer,Uganda,UGA,0,0,30.0,0,0
1823,1988,Summer,United Arab Emirates,UAE,0,0,36.0,0,0
1824,1988,Summer,Uruguay,URU,0,0,18.0,0,0
1825,1988,Summer,Vanuatu,VAN,0,0,6.0,0,0
1826,1988,Summer,Venezuela,VEN,0,0,16.0,0,0
1827,1988,Summer,Vietnam,VIE,0,0,11.0,0,0
1828,1988,Summer,"Virgin Islands, British",IVB,0,0,4.0,0,0
1829,1988,Summer,"Virgin Islands, US",ISV,0,0,38.0,1,1
1830,1988,Summer,Yemen,YAR,0,0,8.0,0,0
1831,1988,Summer,Yemen,YMD,0,0,5.0,0,0
1832,1988,Summer,Zambia,ZAM,0,0,29.0,0,0
1833,1988,Summer,Zimbabwe,ZIM,0,0,41.0,0,0
1834,1988,Winter,Andorra,AND,0,0,9.0,0,0
1835,1988,Winter,Argentina,ARG,0,0,45.0,0,0
1836,1988,Winter,Australia,AUS,0,0,35.0,0,0
1837,1988,Winter,Austria,AUT,4,3,134.0,5,12
1838,1988,Winter,Belgium,BEL,0,0,1.0,0,0
1839,1988,Winter,Boliva,BOL,0,0,8.0,0,0
1840,1988,Winter,Bulgaria,BUL,0,0,52.0,0,0
1841,1988,Winter,Canada,CAN,4,0,180.0,1,5
1842,1988,Winter,Chile,CHI,0,0,16.0,0,0
1843,1988,Winter,China,CHN,0,0,14.0,0,0
1844,1988,Winter,Costa Rica,CRC,0,0,3.0,0,0
1845,1988,Winter,Curacao,AHO,0,0,3.0,0,0
1846,1988,Winter,Cyprus,CYP,0,0,8.0,0,0
1847,1988,Winter,Czech Republic,TCH,5,0,113.0,1,6
1848,1988,Winter,Denmark,DEN,0,0,1.0,0,0
1849,1988,Winter,Fiji,FIJ,0,0,1.0,0,0
1850,1988,Winter,Finland,FIN,5,7,58.0,22,34
1851,1988,Winter,France,FRA,1,1,106.0,0,2
1852,1988,Winter,Germany,FRG,3,4,141.0,7,14
1853,1988,Winter,Germany,GDR,6,10,66.0,15,31
1854,1988,Winter,Greece,GRE,0,0,15.0,0,0
1855,1988,Winter,Guatemala,GUA,0,0,13.0,0,0
1856,1988,Winter,Hungary,HUN,0,0,7.0,0,0
1857,1988,Winter,Iceland,ISL,0,0,6.0,0,0
1858,1988,Winter,India,IND,0,0,3.0,0,0
1859,1988,Winter,Italy,ITA,5,2,95.0,0,7
1860,1988,Winter,Jamaica,JAM,0,0,4.0,0,0
1861,1988,Winter,Japan,JPN,1,0,104.0,0,1
1862,1988,Winter,Lebanon,LIB,0,0,9.0,0,0
1863,1988,Winter,Liechtenstein,LIE,1,0,33.0,0,1
1864,1988,Winter,Luxembourg,LUX,0,0,3.0,0,0
1865,1988,Winter,Mexico,MEX,0,0,21.0,0,0
1866,1988,Winter,Monaco,MON,0,0,4.0,0,0
1867,1988,Winter,Mongolia,MGL,0,0,9.0,0,0
1868,1988,Winter,Morocco,MAR,0,0,6.0,0,0
1869,1988,Winter,Netherlands,NED,2,3,18.0,2,7
1870,1988,Winter,New Zealand,NZL,0,0,18.0,0,0
1871,1988,Winter,North Korea,PRK,0,0,14.0,0,0
1872,1988,Winter,Norway,NOR,5,0,102.0,6,11
1873,1988,Winter,Philippines,PHI,0,0,1.0,0,0
1874,1988,Winter,Poland,POL,0,0,43.0,0,0
1875,1988,Winter,Portugal,POR,0,0,8.0,0,0
1876,1988,Winter,Puerto Rico,PUR,0,0,13.0,0,0
1877,1988,Winter,Romania,ROU,0,0,25.0,0,0
1878,1988,Winter,Russia,URS,12,40,86.0,13,65
1879,1988,Winter,San Marino,SMR,0,0,12.0,0,0
1880,1988,Winter,Serbia,YUG,1,0,43.0,5,6
1881,1988,Winter,South Korea,KOR,0,0,56.0,0,0
1882,1988,Winter,Spain,ESP,0,0,29.0,0,0
1883,1988,Winter,Sweden,SWE,23,7,96.0,0,30
1884,1988,Winter,Switzerland,SUI,5,8,104.0,7,20
1885,1988,Winter,Taiwan,TPE,0,0,22.0,0,0
1886,1988,Winter,Turkey,TUR,0,0,19.0,0,0
1887,1988,Winter,UK,GBR,0,0,87.0,0,0
1888,1988,Winter,USA,USA,3,2,185.0,1,6
1889,1988,Winter,"Virgin Islands, US",ISV,0,0,3.0,0,0
1890,1992,Summer,Albania,ALB,0,0,7.0,0,0
1891,1992,Summer,Algeria,ALG,1,1,34.0,0,2
1892,1992,Summer,American Samoa,ASA,0,0,3.0,0,0
1893,1992,Summer,Andorra,AND,0,0,8.0,0,0
1894,1992,Summer,Angola,ANG,0,0,28.0,0,0
1895,1992,Summer,Antigua,ANT,0,0,17.0,0,0
1896,1992,Summer,Argentina,ARG,2,0,96.0,0,2
